result   1 : a=   3, b=   4, c=   5
result 700 : a= 360, b= 325, c= 485
result 701 : a= 364, b=  27, c= 365
result 702 : a= 364, b= 240, c= 436
result 703 : a= 364, b= 273, c= 455
result 704 : a= 368, b= 276, c= 460
result 705 : a= 372, b= 155, c= 403
result 706 : a= 372, b= 279, c= 465
result 707 : a= 374, b= 168, c= 410
result 708 : a= 375, b= 200, c= 425
result 709 : a= 376, b= 282, c= 470
result 710 : a= 378, b=  96, c= 390
result 711 : a= 380, b= 261, c= 461
result 712 : a= 380, b= 285, c= 475
result 713 : a= 384, b= 112, c= 400
result 714 : a= 384, b= 160, c= 416
result 715 : a= 384, b= 288, c= 480
result 716 : a= 385, b= 132, c= 407
result 717 : a= 385, b= 180, c= 425
result 718 : a= 388, b= 291, c= 485
result 719 : a= 390, b=  56, c= 394
result 720 : a= 390, b= 208, c= 442
result 721 : a= 391, b= 120, c= 409
result 722 : a= 392, b= 231, c= 455
result 723 : a= 392, b= 294, c= 490
result 724 : a= 396, b=  80, c= 404
result 725 : a= 396, b= 165, c= 429
result 726 : a= 396, b= 203, c= 445
result 727 : a= 396, b= 255, c= 471
result 728 : a= 396, b= 297, c= 495
result 729 : a= 399, b=  40, c= 401
result 730 : a= 400, b=  90, c= 410
result 731 : a= 400, b= 195, c= 445
result 732 : a= 400, b= 300, c= 500
result 733 : a= 405, b= 216, c= 459
result 734 : a= 405, b= 252, c= 477
result 735 : a= 408, b= 119, c= 425
result 736 : a= 408, b= 145, c= 433
result 737 : a= 408, b= 170, c= 442
result 738 : a= 416, b=  87, c= 425
result 739 : a= 416, b= 210, c= 466
result 740 : a= 418, b= 240, c= 482
result 741 : a= 420, b=  29, c= 421
result 742 : a= 420, b=  65, c= 425
result 743 : a= 420, b=  77, c= 427
result 744 : a= 420, b= 144, c= 444
result 745 : a= 420, b= 153, c= 447
result 746 : a= 420, b= 175, c= 455
result 747 : a= 420, b= 224, c= 476
result 748 : a= 425, b= 168, c= 457
result 749 : a= 429, b=  72, c= 435
result 750 : a= 432, b=  51, c= 435
result 751 : a= 432, b= 126, c= 450
result 752 : a= 432, b= 180, c= 468
result 753 : a= 435, b= 232, c= 493
result 754 : a= 437, b=  84, c= 445
result 755 : a= 440, b=  42, c= 442
result 756 : a= 440, b=  99, c= 451
result 757 : a= 441, b= 112, c= 455
result 758 : a= 442, b= 120, c= 458
result 759 : a= 444, b= 185, c= 481
result 760 : a= 448, b=  60, c= 452
result 761 : a= 455, b= 156, c= 481
result 762 : a= 456, b= 133, c= 475
result 763 : a= 456, b= 190, c= 494
result 764 : a= 468, b= 155, c= 493
result 765 : a= 468, b= 176, c= 500
result 766 : a= 475, b= 132, c= 493
result 767 : a= 476, b=  93, c= 485
result 768 : a= 480, b=  31, c= 481
result 769 : a= 480, b=  88, c= 488
result 770 : a= 480, b= 108, c= 492
result 771 : a= 480, b= 140, c= 500
result 772 : a= 483, b=  44, c= 485
